District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Nalanda,Rajgir,40.0,30.0,2022-07-12,5.0,Manual_PuddledRandom,2022-06-29,2022-07-14,2.0,5.0,Boring,Electric,150.0,5.0,1.0,1.0,SoilApplied,2.0,15.0,10.0,Broadcasting,10.0,45.0,10.0,65.0,Broadcasting,hand,2022-11-09,900.0,2022-11-24,machine,24.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,600
Jamui,Jamui,60.0,60.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-19,2022-08-01,4.0,5.0,Boring,Electric,1000.0,3.0,5.0,6.0,Broadcasting,3.0,22.0,42.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-20,90.0,2023-02-02,hand,29.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,800
Vaishali,Garoul,15.0,5.0,2022-07-05,6.0,Manual_PuddledRandom,2022-06-16,2022-07-08,6.0,1.0,Boring,Diesel,120.0,3.0,354030.0,5.0,SoilApplied,2.0,4.0,50.0,SoilApplied,4.0,30.0,4.0,45.0,Broadcasting,hand,2022-10-18,400.0,2022-10-30,hand,29.0,10.0,plowed_in_soil,0.0909090909090909,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,140
Jamui,Jamui,20.0,15.0,2022-06-27,4.0,Manual_PuddledRandom,2022-07-08,2022-08-28,3.0,5.0,Boring,Electric,520.0,1.0,4.0,4.0,Broadcasting,2.0,22.0,22.0,Broadcasting,12.0,12.0,12.0,12.0,Broadcasting,hand,2022-11-23,300.0,2023-01-19,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,480
Gaya,Wazirganj,30.0,20.0,2022-06-30,5.0,Manual_PuddledRandom,2022-07-01,2022-07-28,3.0,12.0,Rainfed,placeholder,150.0,2.0,5.0,5.0,SoilApplied,2.0,15.0,15.0,Broadcasting,15.0,45.0,1.0,97.0,Broadcasting,hand,2022-11-25,800.0,2022-12-08,hand,22.0,10.0,plowed_in_soil,0.5555555555555556,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,placeholder,False,False,False,False,True,False,False,False,True,1200
Jamui,Khaira,18.0,15.0,2022-07-26,4.0,Manual_PuddledRandom,2022-07-08,2022-08-05,3.0,2.0,Canal,Electric,200.0,7.0,9.0,1.0,SoilApplied,3.0,6.0,13.0,Broadcasting,8.0,30.0,6.0,62.0,Broadcasting,hand,2022-11-07,200.0,2022-12-02,machine,25.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,False,True,False,True,True,True,True,True,placeholder,False,placeholder,False,False,False,False,False,False,False,False,False,False,True,340
Nalanda,Noorsarai,40.0,40.0,2022-07-21,4.0,Manual_PuddledRandom,2022-06-23,2022-07-22,2.0,5.0,Boring,Electric,300.0,2.0,40.0,50.0,placeholder,2.0,12.0,24.0,Broadcasting,24.0,30.0,10.0,68.0,Broadcasting,machine,2022-11-18,100.0,2022-12-02,machine,25.0,40.0,burned,0.375,False,False,True,False,True,False,False,True,True,True,True,True,False,False,placeholder,False,False,False,False,False,False,True,False,False,False,True,600
Vaishali,Mahua,5.0,5.0,2022-07-14,5.0,Manual_PuddledRandom,2022-07-03,2022-08-12,2.0,1.0,Boring,Electric,150.0,3.0,1.0,1.0,SoilApplied,3.0,3.0,1.0,SoilApplied,2.0,42.0,2.0,75.0,Broadcasting,hand,2022-11-07,300.0,2022-11-16,hand,30.0,10.0,plowed_in_soil,0.0454545454545454,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,100
Vaishali,Chehrakala,22.0,22.0,2022-07-23,3.0,Manual_PuddledRandom,2022-07-27,2022-08-22,1.0,4.0,Boring,Electric,800.0,2.0,2.0,2.0,SoilApplied,3.0,10.0,10.0,Broadcasting,10.0,15.0,10.0,30.0,Broadcasting,hand,2022-10-25,600.0,2022-10-30,machine,28.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,300
Jamui,Khaira,28.0,20.0,2022-07-26,4.0,Manual_PuddledLine,2022-07-05,2022-07-29,1.0,13.0,Boring,Diesel,380.0,3.0,2002056295213.0,2.0,SoilApplied,3.0,3.0,13.0,Broadcasting,13.0,25.0,13.0,65.0,Broadcasting,hand,2022-12-01,900.0,2022-12-22,hand,22.0,10.0,plowed_in_soil,0.5909090909090909,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1300
Jamui,Jamui,9.0,9.0,2022-07-23,4.0,Manual_PuddledRandom,2022-06-28,2022-07-24,8.0,4.0,Boring,Electric,400.0,2.0,9.0,8.0,placeholder,2.0,8.0,8.0,Broadcasting,8.0,30.0,4.0,50.0,Broadcasting,hand,2022-11-08,400.0,2023-01-25,machine,29.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,placeholder,placeholder,False,False,False,False,False,True,False,False,False,True,327
Jamui,Jamui,10.0,10.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-28,2022-07-24,7.0,3.0,Boring,Electric,300.0,2.0,1.0,6.0,Broadcasting,2.0,7.0,7.0,Broadcasting,7.0,30.0,21.0,7.0,Broadcasting,hand,2022-11-11,400.0,2022-12-29,machine,27.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,False,placeholder,False,False,False,False,False,True,False,False,False,True,324
Vaishali,Mahua,10.0,6.0,2022-06-24,4.0,Manual_PuddledRandom,2022-06-01,2022-07-11,2.0,1.0,Boring,Electric,150.0,2.0,1406545545451852.0,1.0,SoilApplied,3.0,6.0,9.0,Broadcasting,6.0,29.0,6.0,66.0,Broadcasting,hand,2022-11-03,400.0,2022-11-18,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,140
Gaya,Gurua,20.0,20.0,2022-07-20,7.0,Manual_PuddledLine,2022-07-03,2022-07-28,2.0,2.0,Boring,Electric,80.0,2.0,1.0,1.0,Broadcasting,1.0,4.0,5.1885,Broadcasting,4.0,45.0,8.06,618214878.0,Broadcasting,hand,2022-11-26,60.0,2022-12-30,hand,30.0,10.0,plowed_in_soil,0.1481481481481481,True,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,placeholder,placeholder,320
Vaishali,Mahua,5.0,5.0,2022-06-20,4.0,Manual_PuddledRandom,2022-07-23,2022-08-01,1.0,2.0,Boring,Electric,500.0,2.0,3.0,1.0,SoilApplied,3.0,10.0,10.0,Broadcasting,10.0,25.0,10.0,60.0,Broadcasting,hand,2022-11-01,200.0,2022-11-12,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Gaya,Wazirganj,35.0,30.0,2022-07-05,5.0,Manual_PuddledRandom,2022-07-02,2022-07-30,4.0,12.0,Rainfed,placeholder,150.0,3.0,4.0,4.0,placeholder,2.0,15.0,15.0,Broadcasting,20.0,45.0,243063.0,61.0,Broadcasting,hand,2022-11-20,1000.0,2022-12-04,hand,20.0,10.0,plowed_in_soil,0.5555555555555556,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1050
Vaishali,Mahua,13.0,8.0,2022-06-24,4.0,Manual_PuddledRandom,2022-06-02,2022-07-11,2.0,1.0,Boring,Diesel,300.0,2.0,250.0,2.0,SoilApplied,3.0,9.0,5.0,Broadcasting,9.0,25.0,6.0,63.0,Broadcasting,hand,2022-11-03,600.0,2022-11-18,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,240
Nalanda,Rajgir,38.0,32.0,2022-07-14,6.0,Manual_PuddledRandom,2022-06-25,2022-07-17,2.0,5.0,Boring,Electric,120.0,4.0,3.0,2.0,SoilApplied,2.0,9.0,0.1875,SoilApplied,18.0,18.0,13.0,51.0,Broadcasting,hand,2022-12-08,600.0,2023-01-28,machine,25.0,10.0,plowed_in_soil,0.28125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,800
Nalanda,Rajgir,60.0,50.0,2022-06-29,8.0,LineSowingAfterTillage,2022-06-23,2022-07-10,2.0,5.0,Boring,Electric,100.0,3.0,80.0,1.0,SoilApplied,2.0,15.0,5.0,Broadcasting,15.0,45.0,12.022111056203684,45.0,Broadcasting,hand,2022-11-28,900.0,2022-12-08,machine,22.0,10.0,plowed_in_soil,0.3125,True,False,True,False,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,False,False,False,False,False,False,True,False,False,False,True,10
Jamui,Jamui,12.0,12.0,2022-08-08,4.0,Manual_PuddledRandom,2022-07-14,2022-08-12,12.0,6.0,Boring,Electric,600.0,2.0,3.0,5.0,placeholder,1.0,12.0,12.0,Broadcasting,12.0,25.0,9.0,90.0,placeholder,hand,2022-11-15,500.0,2023-01-20,machine,28.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,True,False,False,False,True,True,True,placeholder,placeholder,placeholder,placeholder,False,False,False,False,True,placeholder,False,placeholder,placeholder,402
Nalanda,Noorsarai,50.0,40.0,2022-07-10,5.0,Manual_PuddledRandom,2022-06-20,2022-07-11,2.0,4.0,Boring,Electric,200.0,2.0,1.0,75.0,placeholder,2.0,10.0,20.0,Broadcasting,16.0,23.0,20.0,52.0,Broadcasting,machine,2022-11-13,250.0,2022-11-13,machine,25.0,40.0,plowed_in_soil,0.3125,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,placeholder,False,False,False,False,True,False,False,False,True,580
Jamui,Khaira,40.0,30.0,2022-07-23,4.0,Manual_PuddledRandom,2022-07-02,2022-07-28,1.0,3.0,Canal,placeholder,250.0,8.0,60.0,1.0,SoilApplied,3.0,10.0,3003.0,Broadcasting,5.0,25.0,7.0,60.0,Broadcasting,hand,2022-11-06,120.0,2022-12-01,machine,24.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,450
Vaishali,Mahua,20.0,10.0,2022-06-24,4.0,Manual_PuddledRandom,2022-06-03,2022-07-11,2.0,3.0,Boring,Electric,600.0,2.0,1.271127409083628,2.0,SoilApplied,3.0,15.0,13.0,Broadcasting,15.0,28.0,10.0,60.0,Broadcasting,hand,2022-11-04,1000.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400
Jamui,Khaira,21.0,12.0,2022-07-25,4.0,Manual_PuddledRandom,2022-07-02,2022-08-05,2.0,3.0,Pond,Diesel,300.0,2.0,,2.0,SoilApplied,3.0,8.0,,Broadcasting,8.0,23.0,8.0,65.0,Broadcasting,hand,2022-12-02,700.0,2022-12-16,hand,23.0,10.0,plowed_in_soil,0.3636363636363636,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,900
Jamui,Jamui,6.0,6.0,2022-07-24,4.0,Manual_PuddledRandom,2022-06-28,2022-07-25,9.0,4.0,Boring,Electric,400.0,2.0,3.0,2.0,Broadcasting,1.0,9.0,9.0,Broadcasting,9.0,8.0,9.0,15.0,placeholder,hand,2022-11-13,500.0,2022-12-28,machine,25.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,placeholder,False,placeholder,False,False,False,False,False,True,False,placeholder,placeholder,placeholder,400
Jamui,Jamui,30.0,30.0,2022-08-13,4.0,Manual_PuddledRandom,2022-07-11,2022-08-17,4.0,2.0,Boring,Electric,300.0,1.0,3.0,300.0,Broadcasting,2.0,10.0,1550.0,Broadcasting,1.0,5.0,18.0,30.0,Broadcasting,hand,2022-11-16,1500.0,2023-01-25,machine,26.0,10.0,plowed_in_soil,1.363636363636364,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2400
Vaishali,Mahua,9.0,5.0,2022-06-28,3.0,Manual_PuddledRandom,2022-07-01,2022-07-30,2.0,3.0,Boring,Diesel,200.0,2.0,1.0,5.0,SoilApplied,1.0,15.0,100.0,SoilApplied,14.0,24.0,18.0,50.0,placeholder,hand,2022-10-10,350.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,placeholder,placeholder,placeholder,placeholder,300
Vaishali,Mahua,7.0,5.0,2022-06-22,4.0,Manual_PuddledRandom,2022-06-01,2022-07-07,2.0,2.0,Boring,Electric,450.0,1.0,250.0,3.0,SoilApplied,3.0,15.0,3.0,Broadcasting,15.0,27.0,10.0,60.0,Broadcasting,hand,2022-11-02,1000.0,2022-11-17,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400
Vaishali,Mahua,20.0,5.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-02,2022-07-11,2.0,2.0,Boring,Electric,375.0,2.0,1.0,3.0,SoilApplied,3.0,15.0,20.0,Broadcasting,15.0,20.0,10.0,60.0,Broadcasting,hand,2022-11-05,1000.0,2022-11-20,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,350
Vaishali,Mahua,15.0,8.0,2022-06-27,4.0,Manual_PuddledRandom,2022-06-02,2022-07-11,1.0,2.0,Boring,Electric,400.0,1.0,1.0,1.0,SoilApplied,3.0,12.0,600.36108618136,Broadcasting,12.0,30.0,8.0,65.0,Broadcasting,hand,2022-11-04,800.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,320
Vaishali,Chehrakala,20.0,20.0,2022-07-24,4.0,Manual_PuddledRandom,2022-07-03,2022-08-23,2.0,8.0,Canal,placeholder,1500.0,2.0,1.0,1.0,SoilApplied,3.0,14.0,14.0,Broadcasting,15.0,15.0,15.0,30.0,Broadcasting,hand,2022-10-25,900.0,2022-10-31,machine,27.0,10.0,plowed_in_soil,0.3181818181818182,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,450
Nalanda,Noorsarai,30.0,25.0,2022-06-25,5.0,Manual_PuddledRandom,2022-06-15,2022-07-06,2.0,4.0,Boring,Electric,100.0,3.0,1.0,100.0,Broadcasting,1.0,35.0,18.0,Broadcasting,11.0,11.274321125,132819.0,61.0,21.0,hand,2022-10-25,900.0,2022-11-05,machine,22.0,10.0,plowed_in_soil,0.28125,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,None R 123463.0,540
Nalanda,Rajgir,8.0,8.0,2022-06-29,4.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,6.0,Rainfed,placeholder,160.0,3.0,45.0,85.0,RootApplication,2.0,12.0,12.0,Broadcasting,12.0,12.0,15.0,8.0,RootApplication,hand,2022-12-06,250.0,2022-12-22,hand,12.0,10.0,plowed_in_soil,0.25,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,300
Jamui,Khaira,60.0,60.0,2022-07-26,3.0,Manual_PuddledRandom,2022-07-05,2022-08-03,5.0,4.0,Canal,placeholder,420.0,7.0,100.0,3.0,SoilApplied,3.0,15.0,70.0,Broadcasting,10.0,28.0,15.0,60.0,Broadcasting,hand,2022-11-09,130.0,2023-01-03,machine,28.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,800
Vaishali,Garoul,20.0,4.0,2022-06-28,6.0,Manual_PuddledRandom,2022-06-08,2022-07-10,2.0,4.0,Boring,Electric,480.0,2.0,,8.0,SoilApplied,2.0,8.0,,SoilApplied,8.0,45.0,4.0,50.0,Broadcasting,hand,2022-10-05,800.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,380
Vaishali,Mahua,10.0,10.0,2022-07-17,4.0,Manual_PuddledRandom,2022-07-19,2022-08-14,2.0,2.0,Boring,Diesel,300.0,2.0,30.0,2.0,SoilApplied,3.0,6.0,200.0,SoilApplied,4.0,45.0,4.0,75.0,Broadcasting,hand,2022-11-05,400.0,2022-11-13,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,150
Jamui,Khaira,28.0,28.0,2022-07-25,3.0,Manual_PuddledRandom,2022-07-08,2022-08-02,3.0,2.0,Canal,placeholder,200.0,4.0,,1.0,SoilApplied,3.0,6.0,10.0,Broadcasting,12.0,30.0,9.0,58.0,Broadcasting,hand,2022-11-06,200.0,2022-12-10,machine,28.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,480
Nalanda,Noorsarai,50.0,50.0,2022-07-06,4.0,Manual_PuddledRandom,2022-06-20,2022-07-09,1.0,3.0,Boring,Electric,180.0,2.0,1.0,350.0,placeholder,2.0,14.0,14.0,Broadcasting,22.0,20.0,33.0,6575.0,Broadcasting,hand,2022-10-30,450.0,2022-12-28,machine,26.0,10.0,plowed_in_soil,0.28125,True,False,True,False,True,False,False,True,True,True,False,True,placeholder,False,False,False,False,False,False,False,False,True,False,False,False,True,630
Jamui,Jamui,25.0,20.0,2022-07-07,4.0,Manual_PuddledRandom,2022-07-11,2022-08-02,4.0,10.0,Boring,Electric,3000.0,1.0,4.0,28.2728272725,Broadcasting,2.0,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-23,300.0,2023-01-25,machine,28.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,480
Gaya,Wazirganj,20.0,20.0,2022-06-29,4.0,Manual_PuddledRandom,2022-06-30,2022-07-22,2.0,4.0,Boring,Electric,50.0,3.0,840921.0,3.0,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,10.0,561427162020259.0,Broadcasting,hand,2022-10-30,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,410
Gaya,Wazirganj,24.0,18.0,2022-07-05,4.0,Manual_PuddledRandom,2022-06-21,2022-07-27,2.0,4.0,Boring,Electric,110.0,5.0,3.0,67552.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,23.0,6.0,46.0,Broadcasting,hand,2022-10-21,200.0,2022-11-18,machine,25.0,10.0,plowed_in_soil,0.074074074074074,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,160
Nalanda,Noorsarai,60.0,60.0,2022-07-06,4.0,Manual_PuddledRandom,2022-06-20,2022-07-11,1.0,5.0,Boring,Electric,240.0,2.0,3.0,2.0,Broadcasting,2.0,12.0,24.0,Broadcasting,12.0,20.0,16.0,65508591475.0,Broadcasting,hand,2022-11-02,600.0,2022-12-24,machine,26.0,10.0,plowed_in_soil,0.375,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,placeholder,False,False,False,False,False,True,False,False,False,True,840
Jamui,Jamui,12.0,12.0,2022-07-24,4.0,Manual_PuddledRandom,2022-06-27,2022-07-31,13.0,6.0,Boring,Electric,600.0,2.0,3.0,3.0,Broadcasting,1.0,13.0,13.0,Broadcasting,11.0,7.0,11.0,6519508.0,placeholder,hand,2022-11-28,400.0,2023-01-17,machine,27.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,placeholder,placeholder,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,320
Jamui,Jamui,5.0,5.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-30,2022-08-01,4.0,2.0,Boring,Electric,200.0,2.0,2.0,1.0,placeholder,1.0,4.0,4.0,Broadcasting,4.0,30.0,5.0,100.0,placeholder,hand,2022-11-12,300.0,2022-12-26,machine,28.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,placeholder,placeholder,placeholder,240
Jamui,Khaira,28.0,21.0,2022-07-23,4.0,Manual_PuddledLine,2022-07-02,2022-07-26,1.0,3.0,Boring,Diesel,320.0,2.0,33.0,2.0,SoilApplied,3.0,15.0,360431.0,Broadcasting,13.0,25.0,14.0,65.0,Broadcasting,hand,2022-12-01,1400.0,2022-12-15,hand,22.0,10.0,plowed_in_soil,0.7272727272727273,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1700
Vaishali,Garoul,18.0,18.0,2022-07-03,6.0,Manual_PuddledRandom,2022-06-22,2022-07-14,2.0,15.0,Boring,Diesel,1500.0,2.0,2.0,1500.0,SoilApplied,2.0,36.0,18.0,SoilApplied,30.0,20.0,90.0,2000.0,Broadcasting,hand,2022-10-23,2000.0,2022-11-03,hand,28.0,10.0,plowed_in_soil,0.8181818181818182,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,1620
Nalanda,Noorsarai,40.0,40.0,2022-07-21,4.0,Manual_PuddledRandom,2022-06-24,2022-07-29,2.0,14.0,Boring,Electric,450.0,2.0,6.0,563.0,SoilApplied,2.0,18.0,36.0,Broadcasting,36.0,28.0,36.56509344365364,50.07,Broadcasting,hand,2022-11-16,90.0,2023-01-24,machine,24.0,10.0,plowed_in_soil,0.5625,False,False,True,False,True,False,False,True,True,True,True,True,placeholder,False,False,False,placeholder,False,False,False,False,True,False,False,False,True,810
Gaya,Wazirganj,24.0,19.0,2022-07-06,4.0,Manual_PuddledRandom,2022-06-22,2022-07-25,2.0,4.0,Boring,Electric,105.0,6.0,3.0,4.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,23.0,2.0,56.0,Broadcasting,hand,2022-10-24,400.0,2022-11-30,machine,25.0,10.0,plowed_in_soil,0.1481481481481481,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,322
Nalanda,Rajgir,60.0,60.0,2022-07-13,5.0,Manual_PuddledRandom,2022-06-24,2022-07-15,2.0,8.0,Boring,Electric,240.0,6.0,1.0,20.0,SoilApplied,2.0,30.0,10.0,Broadcasting,22.0,45.0,30.0,72.0,Broadcasting,hand,2022-11-05,1200.0,2022-11-20,machine,25.0,10.0,plowed_in_soil,0.46875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,880
